shot_id,unit_order,sequence_id,feature_unit_id,primary_scene_id,feature_unit_title,shot_role,location,time_period,frame_brief,character_or_action_focus,camera_and_lens,lighting_and_palette,sound_or_transition,practical_vfx_note,evidence_ids,adaptation_decision_ids,visual_classification,asset_status
SB-043-1,43,SEQ-05,FU-033,SC-069,After the Prince Falls,ENTRY,Death site and immediate aftermath,Act II midpoint,Establish Death site and immediate aftermath as lived space before foregrounding “After the Prince Falls.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0155;EV-0146;EV-0206;EV-0207,AD-0058;AD-0062;AD-0073;AD-0076;AD-0105;AD-0106,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-043-2,43,SEQ-05,FU-033,SC-069,After the Prince Falls,DECISION,Death site and immediate aftermath,Act II midpoint,Stage the unit's decisive movement: Force Manimekalai to hold grief fear mistaken recognition and responsibility without accepting the claim that refusal caused the prince's death,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0155;EV-0146;EV-0206;EV-0207,AD-0058;AD-0062;AD-0073;AD-0076;AD-0105;AD-0106,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-043-3,43,SEQ-05,FU-033,SC-069,After the Prince Falls,CONSEQUENCE,Death site and immediate aftermath,Act II midpoint,Hold the changed condition after “After the Prince Falls” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered causal_escalation transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0155;EV-0146;EV-0206;EV-0207,AD-0058;AD-0062;AD-0073;AD-0076;AD-0105;AD-0106,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-044-1,44,SEQ-06,FU-034,SC-050,The Court Hears the Death,ENTRY,Royal court,Act II,Establish Royal court as lived space before foregrounding “The Court Hears the Death.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0124;EV-0125,AD-0058;AD-0060,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-044-2,44,SEQ-06,FU-034,SC-050,The Court Hears the Death,DECISION,Royal court,Act II,Stage the unit's decisive movement: Separate grief from investigation and responsibility,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0124;EV-0125,AD-0058;AD-0060,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-044-3,44,SEQ-06,FU-034,SC-050,The Court Hears the Death,CONSEQUENCE,Royal court,Act II,Hold the changed condition after “The Court Hears the Death” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0124;EV-0125,AD-0058;AD-0060,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-045-1,45,SEQ-06,FU-035,SC-112,Vasantavai Does Not Bless Her,ENTRY,Queen's chamber,Act II,Establish Queen's chamber as lived space before foregrounding “Vasantavai Does Not Bless Her.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0245;EV-0124;EV-0125;EV-0208;EV-0244,AD-0124;AD-0129;AD-0060;AD-0106,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-045-2,45,SEQ-06,FU-035,SC-112,Vasantavai Does Not Bless Her,DECISION,Queen's chamber,Act II,Stage the unit's decisive movement: Break the possibility that grief can automatically become heroic memory and show the queen seeking a different path,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0245;EV-0124;EV-0125;EV-0208;EV-0244,AD-0124;AD-0129;AD-0060;AD-0106,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-045-3,45,SEQ-06,FU-035,SC-112,Vasantavai Does Not Bless Her,CONSEQUENCE,Queen's chamber,Act II,Hold the changed condition after “Vasantavai Does Not Bless Her” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0245;EV-0124;EV-0125;EV-0208;EV-0244,AD-0124;AD-0129;AD-0060;AD-0106,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-046-1,46,SEQ-06,FU-036,SC-113,Protection as a Lie,ENTRY,King's court and queen's palace,Act II,Establish King's court and queen's palace as lived space before foregrounding “Protection as a Lie.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0246;EV-0247;EV-0248;EV-0057;EV-0124;EV-0134;EV-0145,AD-0125;AD-0026;AD-0066;AD-0070,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-046-2,46,SEQ-06,FU-036,SC-113,Protection as a Lie,DECISION,King's court and queen's palace,Act II,Stage the unit's decisive movement: Contrast public request for Manimekalai's release with private intention to control her,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0246;EV-0247;EV-0248;EV-0057;EV-0124;EV-0134;EV-0145,AD-0125;AD-0026;AD-0066;AD-0070,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-046-3,46,SEQ-06,FU-036,SC-113,Protection as a Lie,CONSEQUENCE,King's court and queen's palace,Act II,Hold the changed condition after “Protection as a Lie” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0246;EV-0247;EV-0248;EV-0057;EV-0124;EV-0134;EV-0145,AD-0125;AD-0026;AD-0066;AD-0070,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-047-1,47,SEQ-06,FU-037,SC-114,The Cup and the Witnesses,ENTRY,Queen's palace,Act II,Establish Queen's palace as lived space before foregrounding “The Cup and the Witnesses.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0249,AD-0126;AD-0127,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-047-2,47,SEQ-06,FU-037,SC-114,The Cup and the Witnesses,DECISION,Queen's palace,Act II,"Stage the unit's decisive movement: Show the drugging attempt through power, preparation and failure without turning it into spectacle","The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0249,AD-0126;AD-0127,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-047-3,47,SEQ-06,FU-037,SC-114,The Cup and the Witnesses,CONSEQUENCE,Queen's palace,Act II,Hold the changed condition after “The Cup and the Witnesses” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Use the registered causal_escalation transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0249,AD-0126;AD-0127,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-048-1,48,SEQ-06,FU-038,SC-115,A Reputation for Sale,ENTRY,Palace routes and city gossip,Act II,Establish Palace routes and city gossip as lived space before foregrounding “A Reputation for Sale.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0250,AD-0126;AD-0127,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-048-2,48,SEQ-06,FU-038,SC-115,A Reputation for Sale,DECISION,Palace routes and city gossip,Act II,Stage the unit's decisive movement: Show the paid man's false accusation as weaponised reputation and social harm,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0250,AD-0126;AD-0127,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-048-3,48,SEQ-06,FU-038,SC-115,A Reputation for Sale,CONSEQUENCE,Palace routes and city gossip,Act II,Hold the changed condition after “A Reputation for Sale” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Use the registered causal_escalation transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0250,AD-0126;AD-0127,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-049-1,49,SEQ-06,FU-039,SC-116,The Room Without Food,ENTRY,Palace confinement,Act II,Establish Palace confinement as lived space before foregrounding “The Room Without Food.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0251;EV-0259;EV-0048;EV-0057;EV-0156;EV-0159;EV-0162,AD-0128;AD-0021;AD-0026;AD-0028;AD-0069;AD-0070;AD-0073,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-049-2,49,SEQ-06,FU-039,SC-116,The Room Without Food,DECISION,Palace confinement,Act II,Stage the unit's decisive movement: Reveal starvation as an order carried through an institution and connect it with hunger ethics,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0251;EV-0259;EV-0048;EV-0057;EV-0156;EV-0159;EV-0162,AD-0128;AD-0021;AD-0026;AD-0028;AD-0069;AD-0070;AD-0073,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-049-3,49,SEQ-06,FU-039,SC-116,The Room Without Food,CONSEQUENCE,Palace confinement,Act II,Hold the changed condition after “The Room Without Food” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Use the registered causal_escalation transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0251;EV-0259;EV-0048;EV-0057;EV-0156;EV-0159;EV-0162,AD-0128;AD-0021;AD-0026;AD-0028;AD-0069;AD-0070;AD-0073,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-050-1,50,SEQ-07,FU-040,SC-117,Are You Mourning the Body?,ENTRY,Palace confinement,Act II,Establish Palace confinement as lived space before foregrounding “Are You Mourning the Body?.”,"Environment, labour and access relationships",40mm relational master preserving distance and power,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0253;EV-0254;EV-0255;EV-0124;EV-0125;EV-0134;EV-0145,AD-0129;AD-0130;AD-0058;AD-0069;AD-0070,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-050-2,50,SEQ-07,FU-040,SC-117,Are You Mourning the Body?,DECISION,Palace confinement,Act II,"Stage the unit's decisive movement: Stage Manimekalai and Rajamadevi's confrontation around grief, rebirth, responsibility and compassion","The person making, resisting or receiving the consequential action",65mm listening single; reaction before assertion,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0253;EV-0254;EV-0255;EV-0124;EV-0125;EV-0134;EV-0145,AD-0129;AD-0130;AD-0058;AD-0069;AD-0070,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-050-3,50,SEQ-07,FU-040,SC-117,Are You Mourning the Body?,CONSEQUENCE,Palace confinement,Act II,Hold the changed condition after “Are You Mourning the Body?” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",50mm two-plane reversal or exit,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Use the registered causal_escalation transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0253;EV-0254;EV-0255;EV-0124;EV-0125;EV-0134;EV-0145,AD-0129;AD-0130;AD-0058;AD-0069;AD-0070,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-051-1,51,SEQ-07,FU-041,SC-118,Keep Her With Me,ENTRY,Queen's palace,Act III transition,Establish Queen's palace as lived space before foregrounding “Keep Her With Me.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0256;EV-0232;EV-0239,AD-0130;AD-0131;AD-0121,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-051-2,51,SEQ-07,FU-041,SC-118,Keep Her With Me,DECISION,Queen's palace,Act III transition,Stage the unit's decisive movement: Show recognition mixed with continued attachment and unresolved possession after Chitrapathi's request,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0256;EV-0232;EV-0239,AD-0130;AD-0131;AD-0121,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-051-3,51,SEQ-07,FU-041,SC-118,Keep Her With Me,CONSEQUENCE,Queen's palace,Act III transition,Hold the changed condition after “Keep Her With Me” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0256;EV-0232;EV-0239,AD-0130;AD-0131;AD-0121,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-052-1,52,SEQ-07,FU-042,SC-102,The Elder at the Queen's Gate,ENTRY,Rajamadevi's palace,Act II-C,Establish Rajamadevi's palace as lived space before foregrounding “The Elder at the Queen's Gate.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0218;EV-0226;EV-0134,AD-0066;AD-0070;AD-0114,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-052-2,52,SEQ-07,FU-042,SC-102,The Elder at the Queen's Gate,DECISION,Rajamadevi's palace,Act II-C,Stage the unit's decisive movement: Show Madhavi and Sudhamathi bringing testimony to Aravana and his moral intervention operating through access questions and political pressure rather than aura,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0218;EV-0226;EV-0134,AD-0066;AD-0070;AD-0114,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-052-3,52,SEQ-07,FU-042,SC-102,The Elder at the Queen's Gate,CONSEQUENCE,Rajamadevi's palace,Act II-C,Hold the changed condition after “The Elder at the Queen's Gate” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0218;EV-0226;EV-0134,AD-0066;AD-0070;AD-0114,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-053-1,53,SEQ-07,FU-043,SC-119,The Queen Steps Away From the Door,ENTRY,Palace threshold,Act III,Establish Palace threshold as lived space before foregrounding “The Queen Steps Away From the Door.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0257;EV-0258;EV-0122;EV-0123;EV-0156;EV-0171;EV-0179,AD-0131;AD-0132;AD-0056;AD-0059;AD-0083;AD-0086;AD-0090,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-053-2,53,SEQ-07,FU-043,SC-119,The Queen Steps Away From the Door,DECISION,Palace threshold,Act III,Stage the unit's decisive movement: Show Rajamadevi's mature act as allowing independent departure rather than retaining Manimekalai through affection,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0257;EV-0258;EV-0122;EV-0123;EV-0156;EV-0171;EV-0179,AD-0131;AD-0132;AD-0056;AD-0059;AD-0083;AD-0086;AD-0090,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-053-3,53,SEQ-07,FU-043,SC-119,The Queen Steps Away From the Door,CONSEQUENCE,Palace threshold,Act III,Hold the changed condition after “The Queen Steps Away From the Door” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Palace grief: controlled lamplight, stone shadow, colour withheld without monochrome",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0257;EV-0258;EV-0122;EV-0123;EV-0156;EV-0171;EV-0179,AD-0131;AD-0132;AD-0056;AD-0059;AD-0083;AD-0086;AD-0090,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-054-1,54,SEQ-08,FU-044,SC-138,The King Without Hunger,ENTRY,Punniyarajan's prosperous garden and court,Act III branch opening,Establish Punniyarajan's prosperous garden and court as lived space before foregrounding “The King Without Hunger.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Savaka and memory: fertile green against bone, sand and administrative cloth",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0295;EV-0297;EV-0299;EV-0298;EV-0305,AD-0153;AD-0156;AD-0154,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-054-2,54,SEQ-08,FU-044,SC-138,The King Without Hunger,DECISION,Punniyarajan's prosperous garden and court,Act III branch opening,Stage the unit's decisive movement: Introduce a ruler whose land appears abundant while establishing pleasure status and incomplete self-knowledge before Manimekalai's challenge,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Savaka and memory: fertile green against bone, sand and administrative cloth",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0295;EV-0297;EV-0299;EV-0298;EV-0305,AD-0153;AD-0156;AD-0154,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-054-3,54,SEQ-08,FU-044,SC-138,The King Without Hunger,CONSEQUENCE,Punniyarajan's prosperous garden and court,Act III branch opening,Hold the changed condition after “The King Without Hunger” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Savaka and memory: fertile green against bone, sand and administrative cloth",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0295;EV-0297;EV-0299;EV-0298;EV-0305,AD-0153;AD-0156;AD-0154,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-055-1,55,SEQ-08,FU-045,SC-140,The Minister's Warning,ENTRY,Administrative or royal audience chamber,Act III branch turn,Establish Administrative or royal audience chamber as lived space before foregrounding “The Minister's Warning.”,"Environment, labour and access relationships",40mm relational master preserving distance and power,"Savaka and memory: fertile green against bone, sand and administrative cloth",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0299;EV-0300;EV-0301,AD-0155;AD-0156;AD-0157;AD-0158,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-055-2,55,SEQ-08,FU-045,SC-140,The Minister's Warning,DECISION,Administrative or royal audience chamber,Act III branch turn,Stage the unit's decisive movement: Give Janamithran moral authority to place mothers children creatures and royal duty inside the king's private search for liberation,"The person making, resisting or receiving the consequential action",65mm listening single; reaction before assertion,"Savaka and memory: fertile green against bone, sand and administrative cloth",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0299;EV-0300;EV-0301,AD-0155;AD-0156;AD-0157;AD-0158,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-055-3,55,SEQ-08,FU-045,SC-140,The Minister's Warning,CONSEQUENCE,Administrative or royal audience chamber,Act III branch turn,Hold the changed condition after “The Minister's Warning” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",50mm two-plane reversal or exit,"Savaka and memory: fertile green against bone, sand and administrative cloth",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0299;EV-0300;EV-0301,AD-0155;AD-0156;AD-0157;AD-0158,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-056-1,56,SEQ-08,FU-046,SC-142,The Mirror of the Peedihai,ENTRY,Manipallavam Dharma Peedihai,Act III branch midpoint,Establish Manipallavam Dharma Peedihai as lived space before foregrounding “The Mirror of the Peedihai.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Savaka and memory: fertile green against bone, sand and administrative cloth",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0295;EV-0302;EV-0305;EV-0303;EV-0304,AD-0153;AD-0154;AD-0162;AD-0159,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-056-2,56,SEQ-08,FU-046,SC-142,The Mirror of the Peedihai,DECISION,Manipallavam Dharma Peedihai,Act III branch midpoint,Stage the unit's decisive movement: Reveal Aputhiran's prior life in layers while preserving Punniyarajan's present body relationships and political identity,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Savaka and memory: fertile green against bone, sand and administrative cloth",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0295;EV-0302;EV-0305;EV-0303;EV-0304,AD-0153;AD-0154;AD-0162;AD-0159,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-056-3,56,SEQ-08,FU-046,SC-142,The Mirror of the Peedihai,CONSEQUENCE,Manipallavam Dharma Peedihai,Act III branch midpoint,Hold the changed condition after “The Mirror of the Peedihai” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Savaka and memory: fertile green against bone, sand and administrative cloth",Use the registered memory_or_revelation transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0295;EV-0302;EV-0305;EV-0303;EV-0304,AD-0153;AD-0154;AD-0162;AD-0159,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-057-1,57,SEQ-08,FU-047,SC-144,Bones Beneath the Punnai Tree,ENTRY,Gomukhi pond and punnai-tree shore,Act III branch climax,Establish Gomukhi pond and punnai-tree shore as lived space before foregrounding “Bones Beneath the Punnai Tree.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Savaka and memory: fertile green against bone, sand and administrative cloth",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0302;EV-0304;EV-0306,AD-0160,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-057-2,57,SEQ-08,FU-047,SC-144,Bones Beneath the Punnai Tree,DECISION,Gomukhi pond and punnai-tree shore,Act III branch climax,Stage the unit's decisive movement: Use Deepathilahai's revelation of the nine merchants to complicate Aputhiran's self-relinquishment through visible unintended consequence,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Savaka and memory: fertile green against bone, sand and administrative cloth",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0302;EV-0304;EV-0306,AD-0160,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-057-3,57,SEQ-08,FU-047,SC-144,Bones Beneath the Punnai Tree,CONSEQUENCE,Gomukhi pond and punnai-tree shore,Act III branch climax,Hold the changed condition after “Bones Beneath the Punnai Tree” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Savaka and memory: fertile green against bone, sand and administrative cloth",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0302;EV-0304;EV-0306,AD-0160,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
